Resume_ID,Name,Skills,Experience (Years),Education,Certifications,Job Role,Recruiter Decision,Salary Expectation ($),Projects Count,AI Score (0-100),Category,Resume
566.0,Kaitlin Roman,"SQL, Deep Learning",5.0,B.Sc,Google ML,Data Scientist,Hire,55964.0,5.0,95.0,,
567.0,Julie Thompson,"C++, Java, React, SQL",9.0,MBA,AWS Certified,Software Engineer,Hire,81897.0,4.0,100.0,,
568.0,Hunter Dalton,"React, Java",3.0,M.Tech,AWS Certified,Software Engineer,Hire,105280.0,9.0,95.0,,
569.0,Zachary Ross,"Linux, Cybersecurity, Ethical Hacking",8.0,PhD,Deep Learning Specialization,Cybersecurity Analyst,Hire,71624.0,8.0,100.0,,
570.0,Gabriel Torres,"C++, SQL",2.0,M.Tech,AWS Certified,Software Engineer,Reject,83223.0,4.0,60.0,,
571.0,Michael Smith,"TensorFlow, Python, NLP, Pytorch",9.0,MBA,,AI Researcher,Hire,87232.0,0.0,100.0,,
572.0,Steven Wagner,"Machine Learning, Python, Deep Learning",7.0,B.Tech,,Data Scientist,Hire,47698.0,8.0,100.0,,
573.0,Anna May,"C++, React",4.0,B.Sc,Deep Learning Specialization,Software Engineer,Hire,54116.0,10.0,100.0,,
574.0,Billy Baker,"Python, TensorFlow, Pytorch",1.0,B.Sc,Deep Learning Specialization,AI Researcher,Hire,85905.0,7.0,70.0,,
575.0,Michelle King,"Ethical Hacking, Networking",6.0,M.Tech,,Cybersecurity Analyst,Hire,94810.0,7.0,100.0,,
576.0,James Johnson,"Python, Machine Learning",5.0,B.Sc,,Data Scientist,Hire,65003.0,1.0,65.0,,
577.0,Clarence Hernandez,"React, Java, SQL, C++",8.0,B.Sc,AWS Certified,Software Engineer,Hire,73325.0,2.0,100.0,,
578.0,Timothy Wong,"React, C++, Java",8.0,MBA,AWS Certified,Software Engineer,Hire,65676.0,0.0,100.0,,
579.0,Christopher Mcconnell,"SQL, Java, React, C++",3.0,M.Tech,Google ML,Software Engineer,Hire,52454.0,9.0,100.0,,
580.0,John Wilson,"Deep Learning, SQL",1.0,B.Tech,AWS Certified,Data Scientist,Reject,50848.0,4.0,50.0,,
581.0,Maria Torres,"Python, Machine Learning, SQL",0.0,B.Tech,AWS Certified,Data Scientist,Reject,71169.0,4.0,45.0,,
582.0,Samantha Rodriguez,"React, Java",5.0,B.Sc,AWS Certified,Software Engineer,Hire,70378.0,8.0,100.0,,
583.0,Brian Dean,"C++, Java",5.0,PhD,Google ML,Software Engineer,Hire,76165.0,8.0,100.0,,
584.0,Jonathan Baxter,"TensorFlow, Python",5.0,B.Sc,,AI Researcher,Hire,114286.0,6.0,90.0,,
585.0,Andrew Santiago,"Ethical Hacking, Cybersecurity, Linux",6.0,MBA,Google ML,Cybersecurity Analyst,Hire,66802.0,1.0,90.0,,
586.0,Bridget Williams,"TensorFlow, Python",1.0,M.Tech,Deep Learning Specialization,AI Researcher,Reject,108308.0,4.0,50.0,,
587.0,Gary Glenn,"Python, SQL, Machine Learning",9.0,MBA,Deep Learning Specialization,Data Scientist,Hire,112067.0,2.0,100.0,,
588.0,Samantha Jackson,"Linux, Networking, Ethical Hacking",3.0,B.Tech,AWS Certified,Cybersecurity Analyst,Hire,45475.0,3.0,70.0,,
589.0,Katherine Perry,"C++, React",10.0,M.Tech,Deep Learning Specialization,Software Engineer,Hire,49673.0,5.0,100.0,,
590.0,Brenda Stein,"Linux, Ethical Hacking",3.0,M.Tech,AWS Certified,Cybersecurity Analyst,Reject,45271.0,2.0,60.0,,
591.0,David Marks,"SQL, React, Java",2.0,MBA,Google ML,Software Engineer,Reject,62666.0,1.0,50.0,,
592.0,Peter Thomas,"Machine Learning, Python, SQL, Deep Learning",9.0,M.Tech,,Data Scientist,Hire,74018.0,10.0,100.0,,
593.0,Kathryn Santos,"Deep Learning, SQL, Machine Learning, Python",3.0,PhD,Google ML,Data Scientist,Hire,75861.0,1.0,65.0,,
594.0,Brittany Nelson,"Pytorch, TensorFlow, NLP",6.0,MBA,Deep Learning Specialization,AI Researcher,Hire,88511.0,4.0,100.0,,
595.0,Katelyn Durham,"Pytorch, Python, TensorFlow",7.0,B.Sc,,AI Researcher,Hire,53796.0,3.0,100.0,,
596.0,Julia Ferguson,"Pytorch, NLP, Python",10.0,M.Tech,Deep Learning Specialization,AI Researcher,Hire,106554.0,2.0,100.0,,
597.0,Samantha Smith,"Python, Machine Learning",8.0,B.Tech,Deep Learning Specialization,Data Scientist,Hire,95958.0,2.0,100.0,,
598.0,Jessica Stewart,"Machine Learning, Python, Deep Learning",3.0,M.Tech,,Data Scientist,Hire,81656.0,7.0,80.0,,
599.0,Jennifer Yu,"NLP, Python, TensorFlow",7.0,B.Sc,,AI Researcher,Hire,94313.0,9.0,100.0,,
600.0,Jessica Robinson,"NLP, Pytorch, TensorFlow",7.0,B.Tech,Deep Learning Specialization,AI Researcher,Hire,66221.0,4.0,100.0,,
601.0,John White,"C++, React, SQL, Java",9.0,B.Tech,Google ML,Software Engineer,Hire,76854.0,9.0,100.0,,
602.0,John Chaney,"NLP, TensorFlow, Pytorch, Python",0.0,B.Sc,Google ML,AI Researcher,Reject,107278.0,1.0,35.0,,
603.0,Clifford Andrews,"SQL, Java",5.0,B.Sc,AWS Certified,Software Engineer,Hire,54536.0,0.0,70.0,,
604.0,Kimberly Miles,"React, SQL",10.0,MBA,AWS Certified,Software Engineer,Hire,113587.0,0.0,100.0,,
605.0,Sara Jackson,"Python, Deep Learning, Machine Learning",5.0,M.Tech,,Data Scientist,Hire,94342.0,10.0,100.0,,
606.0,Kelly Porter,"Cybersecurity, Networking, Ethical Hacking, Linux",5.0,B.Tech,AWS Certified,Cybersecurity Analyst,Hire,74090.0,3.0,95.0,,
607.0,Adam Hopkins,"Pytorch, TensorFlow, NLP",4.0,B.Tech,,AI Researcher,Hire,90906.0,3.0,70.0,,
608.0,Raymond Roach,"C++, React, SQL, Java",5.0,M.Tech,,Software Engineer,Hire,48105.0,6.0,100.0,,
609.0,Nathan Davis,"NLP, TensorFlow, Python, Pytorch",8.0,MBA,,AI Researcher,Hire,50831.0,3.0,100.0,,
610.0,Briana Burnett,"Linux, Ethical Hacking, Cybersecurity, Networking",8.0,M.Tech,,Cybersecurity Analyst,Hire,76830.0,2.0,100.0,,
611.0,Kelly Scott,"Java, React, C++, SQL",5.0,MBA,Google ML,Software Engineer,Hire,87525.0,1.0,85.0,,
612.0,Melissa Griffin,"Java, SQL",3.0,PhD,Google ML,Software Engineer,Hire,112396.0,10.0,100.0,,
613.0,Dennis Wheeler,"NLP, Pytorch",8.0,B.Sc,AWS Certified,AI Researcher,Hire,41624.0,4.0,100.0,,
614.0,Caroline Ford,"Java, C++, SQL, React",7.0,B.Sc,Google ML,Software Engineer,Hire,115954.0,9.0,100.0,,
615.0,Kevin Robinson,"Pytorch, Python, TensorFlow",4.0,MBA,,AI Researcher,Hire,84358.0,2.0,65.0,,
616.0,Steven Crawford,"Networking, Ethical Hacking, Linux",3.0,M.Tech,,Cybersecurity Analyst,Hire,101694.0,8.0,85.0,,
617.0,Brett Bird,"TensorFlow, Python, Pytorch, NLP",2.0,B.Sc,Deep Learning Specialization,AI Researcher,Hire,97529.0,4.0,70.0,,
618.0,Heather Brown,"SQL, React, C++, Java",8.0,M.Tech,Google ML,Software Engineer,Hire,102924.0,7.0,100.0,,
619.0,Larry Williams,"TensorFlow, NLP, Python, Pytorch",6.0,M.Tech,Deep Learning Specialization,AI Researcher,Hire,115539.0,9.0,100.0,,
620.0,Mr. Bryan Hernandez,"Deep Learning, SQL, Machine Learning",6.0,MBA,Deep Learning Specialization,Data Scientist,Hire,79795.0,8.0,100.0,,
621.0,Patricia Sherman,"TensorFlow, NLP, Python, Pytorch",4.0,M.Tech,AWS Certified,AI Researcher,Hire,42305.0,10.0,100.0,,
622.0,Pam Reynolds,"Python, TensorFlow, NLP",10.0,M.Tech,,AI Researcher,Hire,118077.0,8.0,100.0,,
623.0,Steven Compton,"Cybersecurity, Ethical Hacking, Networking, Linux",2.0,B.Sc,Google ML,Cybersecurity Analyst,Hire,72178.0,3.0,65.0,,
624.0,Luke Johnson,"Pytorch, NLP",5.0,M.Tech,AWS Certified,AI Researcher,Hire,64489.0,4.0,90.0,,
625.0,Victoria Thompson,"Cybersecurity, Ethical Hacking, Linux, Networking",5.0,B.Tech,AWS Certified,Cybersecurity Analyst,Hire,109004.0,7.0,100.0,,
626.0,Erin Davis,"Python, Deep Learning, SQL",4.0,MBA,AWS Certified,Data Scientist,Hire,95919.0,6.0,95.0,,
627.0,Mitchell Foster,"SQL, C++",0.0,B.Tech,Google ML,Software Engineer,Reject,46679.0,5.0,45.0,,
628.0,Kathy Meyer,"Python, TensorFlow, Pytorch",0.0,M.Tech,,AI Researcher,Reject,75275.0,1.0,20.0,,
629.0,Jeffrey Johnson,"SQL, Deep Learning",3.0,B.Tech,AWS Certified,Data Scientist,Hire,99679.0,5.0,75.0,,
630.0,Craig Lewis,"TensorFlow, NLP, Python, Pytorch",3.0,B.Sc,,AI Researcher,Hire,95357.0,8.0,90.0,,
631.0,Kevin Cross,"Cybersecurity, Networking",4.0,PhD,,Cybersecurity Analyst,Reject,98557.0,2.0,60.0,,
632.0,Nicholas Williams,"Linux, Ethical Hacking, Cybersecurity",8.0,PhD,Deep Learning Specialization,Cybersecurity Analyst,Hire,102480.0,5.0,100.0,,
633.0,Thomas Hutchinson,"Ethical Hacking, Networking, Linux, Cybersecurity",1.0,B.Sc,Google ML,Cybersecurity Analyst,Hire,97517.0,9.0,85.0,,
634.0,Patrick Gonzalez,"TensorFlow, Pytorch, Python, NLP",10.0,B.Tech,AWS Certified,AI Researcher,Hire,94952.0,6.0,100.0,,
635.0,Edward Johnson,"C++, React",7.0,PhD,,Software Engineer,Hire,113418.0,1.0,85.0,,
636.0,Mr. Jacob Simmons,"React, SQL, Java",0.0,B.Tech,AWS Certified,Software Engineer,Reject,49006.0,3.0,40.0,,
637.0,Charles Bennett,"Pytorch, TensorFlow, Python",6.0,B.Tech,,AI Researcher,Hire,65283.0,7.0,100.0,,
638.0,Austin Johnson,"TensorFlow, NLP, Pytorch",3.0,B.Sc,Deep Learning Specialization,AI Researcher,Hire,65916.0,9.0,100.0,,
639.0,Dr. Brandon Dickson DDS,"TensorFlow, NLP",7.0,M.Tech,Deep Learning Specialization,AI Researcher,Hire,45655.0,6.0,100.0,,
640.0,Mr. Rick Gonzalez,"SQL, Machine Learning",5.0,B.Sc,Deep Learning Specialization,Data Scientist,Hire,42998.0,6.0,100.0,,
641.0,Melanie Jones,"Ethical Hacking, Linux, Networking, Cybersecurity",3.0,PhD,,Cybersecurity Analyst,Hire,106073.0,4.0,70.0,,
642.0,Kevin English,"Networking, Cybersecurity",1.0,PhD,,Cybersecurity Analyst,Hire,100697.0,9.0,65.0,,
643.0,Michael Chang,"Ethical Hacking, Networking",7.0,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,75810.0,7.0,100.0,,
644.0,Shannon Nguyen,"Networking, Ethical Hacking",3.0,B.Sc,Google ML,Cybersecurity Analyst,Reject,45918.0,0.0,50.0,,
645.0,Gregory Martin,"Cybersecurity, Networking, Ethical Hacking, Linux",9.0,PhD,AWS Certified,Cybersecurity Analyst,Hire,41733.0,0.0,100.0,,
646.0,Susan Cobb,"NLP, TensorFlow, Pytorch",3.0,M.Tech,,AI Researcher,Hire,115568.0,10.0,95.0,,
647.0,Crystal Ford,"SQL, Java",0.0,B.Sc,AWS Certified,Software Engineer,Reject,65854.0,6.0,50.0,,
648.0,Brittany Lee,"Pytorch, Python, TensorFlow",0.0,PhD,Google ML,AI Researcher,Reject,110862.0,6.0,55.0,,
649.0,Emily Young,"Machine Learning, Python",3.0,B.Tech,Deep Learning Specialization,Data Scientist,Reject,79722.0,2.0,60.0,,
650.0,Kathleen Farrell,"Linux, Cybersecurity, Ethical Hacking",10.0,M.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,56768.0,3.0,100.0,,
651.0,Anna Burch,"Python, Pytorch, NLP, TensorFlow",4.0,PhD,Deep Learning Specialization,AI Researcher,Hire,50369.0,8.0,100.0,,
652.0,Kelly Berg,"Pytorch, TensorFlow",3.0,B.Tech,AWS Certified,AI Researcher,Hire,58215.0,9.0,95.0,,
653.0,Mr. Kevin Guzman,"SQL, Java",1.0,M.Tech,,Software Engineer,Reject,82703.0,0.0,20.0,,
654.0,Michael Ramirez,"Networking, Cybersecurity, Ethical Hacking, Linux",4.0,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,98013.0,4.0,90.0,,
655.0,Steven Haney,"Ethical Hacking, Networking",9.0,B.Sc,Google ML,Cybersecurity Analyst,Hire,56987.0,1.0,100.0,,
656.0,Sandra Brown,"C++, SQL, React, Java",6.0,PhD,AWS Certified,Software Engineer,Hire,43584.0,9.0,100.0,,
657.0,Craig Howard,"Deep Learning, Machine Learning, Python, SQL",10.0,PhD,,Data Scientist,Hire,116205.0,7.0,100.0,,
658.0,Edward Duncan,"Networking, Linux, Ethical Hacking, Cybersecurity",0.0,MBA,,Cybersecurity Analyst,Reject,108549.0,2.0,30.0,,
659.0,Frank Hart,"NLP, TensorFlow, Python",3.0,B.Tech,AWS Certified,AI Researcher,Hire,62695.0,9.0,100.0,,
660.0,Robin Erickson,"Pytorch, NLP, Python",2.0,B.Tech,,AI Researcher,Reject,85775.0,5.0,60.0,,
661.0,Brenda Hall,"Java, SQL",8.0,M.Tech,Google ML,Software Engineer,Hire,50950.0,8.0,100.0,,
662.0,Monica Williams,"Linux, Cybersecurity",2.0,PhD,,Cybersecurity Analyst,Hire,41824.0,7.0,65.0,,
663.0,Gregory Alvarez,"Deep Learning, Python, SQL, Machine Learning",0.0,PhD,,Data Scientist,Reject,95742.0,2.0,30.0,,
664.0,Edward Williams,"Cybersecurity, Ethical Hacking, Networking",6.0,M.Tech,Google ML,Cybersecurity Analyst,Hire,108922.0,10.0,100.0,,
665.0,Debra Martinez,"Python, NLP, Pytorch, TensorFlow",8.0,B.Tech,AWS Certified,AI Researcher,Hire,71605.0,3.0,100.0,,
666.0,Mrs. Monica Thomas MD,"C++, Java, SQL, React",10.0,PhD,,Software Engineer,Hire,79684.0,8.0,100.0,,
667.0,William Gregory,"React, Java",3.0,B.Sc,,Software Engineer,Reject,44106.0,0.0,40.0,,
668.0,Breanna Archer,"Python, Pytorch",5.0,MBA,Deep Learning Specialization,AI Researcher,Hire,103073.0,10.0,100.0,,
669.0,Sarah Jones,"Python, Pytorch, NLP, TensorFlow",3.0,PhD,Deep Learning Specialization,AI Researcher,Hire,82727.0,9.0,100.0,,
670.0,Sara Brewer,"Deep Learning, Python, SQL",2.0,PhD,Deep Learning Specialization,Data Scientist,Reject,70971.0,3.0,60.0,,
671.0,Tammy Chen,"Python, NLP, Pytorch, TensorFlow",0.0,B.Sc,Google ML,AI Researcher,Reject,106452.0,3.0,45.0,,
672.0,John Mooney,"Python, TensorFlow, NLP, Pytorch",5.0,M.Tech,,AI Researcher,Hire,74282.0,7.0,100.0,,
673.0,Shane Burch,"C++, React",9.0,MBA,,Software Engineer,Hire,113428.0,2.0,100.0,,
674.0,Zachary Simpson,"Ethical Hacking, Linux, Networking, Cybersecurity",0.0,B.Tech,Google ML,Cybersecurity Analyst,Reject,76108.0,5.0,55.0,,
675.0,Alexandra Williams,"SQL, Python",10.0,PhD,AWS Certified,Data Scientist,Hire,64417.0,7.0,100.0,,
676.0,Danielle Lewis,"Ethical Hacking, Networking, Linux, Cybersecurity",0.0,B.Tech,Google ML,Cybersecurity Analyst,Hire,70943.0,8.0,70.0,,
677.0,David Bradley,"SQL, Machine Learning, Deep Learning",4.0,B.Sc,,Data Scientist,Reject,75186.0,1.0,60.0,,
678.0,Annette Greene,"SQL, Java, React, C++",5.0,M.Tech,Deep Learning Specialization,Software Engineer,Hire,60720.0,7.0,100.0,,
679.0,Cheryl Cruz,"React, SQL, C++",6.0,M.Tech,Google ML,Software Engineer,Hire,100827.0,10.0,100.0,,
680.0,Joseph Jackson,"Machine Learning, Python, Deep Learning, SQL",8.0,B.Sc,AWS Certified,Data Scientist,Hire,57448.0,0.0,100.0,,
681.0,Jessica Bradford,"Networking, Ethical Hacking",2.0,PhD,AWS Certified,Cybersecurity Analyst,Hire,106309.0,7.0,75.0,,
682.0,Sandra Costa,"Python, TensorFlow, Pytorch, NLP",3.0,PhD,,AI Researcher,Hire,63325.0,8.0,90.0,,
683.0,Thomas Sanders,"Linux, Cybersecurity",0.0,MBA,Google ML,Cybersecurity Analyst,Reject,89654.0,8.0,60.0,,
684.0,Christine Trevino,"Java, C++",3.0,PhD,Deep Learning Specialization,Software Engineer,Hire,53518.0,7.0,85.0,,
685.0,Nicole Mercado,"React, Java",5.0,MBA,,Software Engineer,Hire,75717.0,7.0,95.0,,
686.0,Nicholas White,"TensorFlow, NLP",2.0,MBA,,AI Researcher,Hire,99963.0,10.0,80.0,,
687.0,Sarah Adams,"SQL, Java, C++, React",6.0,B.Sc,Deep Learning Specialization,Software Engineer,Hire,73268.0,8.0,100.0,,
688.0,Kenneth Johnson,"Linux, Cybersecurity, Ethical Hacking",7.0,B.Tech,,Cybersecurity Analyst,Hire,41678.0,8.0,100.0,,
689.0,Chelsea Friedman,"Pytorch, TensorFlow, Python, NLP",4.0,B.Sc,Google ML,AI Researcher,Hire,45453.0,5.0,95.0,,
690.0,Jennifer Shaw,"Python, TensorFlow",3.0,B.Sc,AWS Certified,AI Researcher,Hire,70067.0,3.0,65.0,,
691.0,Victor Garza,"C++, Java",4.0,MBA,Deep Learning Specialization,Software Engineer,Hire,43297.0,2.0,70.0,,
692.0,Chelsea Harris,"NLP, Python, TensorFlow",7.0,MBA,AWS Certified,AI Researcher,Hire,49447.0,10.0,100.0,,
693.0,Jeanette Garcia MD,"Cybersecurity, Linux",7.0,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,92129.0,3.0,100.0,,
694.0,Lorraine Jordan,"Ethical Hacking, Linux, Networking, Cybersecurity",6.0,B.Sc,Google ML,Cybersecurity Analyst,Hire,59129.0,5.0,100.0,,
695.0,Emily Meyer,"Cybersecurity, Ethical Hacking",2.0,MBA,Deep Learning Specialization,Cybersecurity Analyst,Hire,84569.0,7.0,75.0,,
696.0,Marcus Garrett,"Cybersecurity, Linux, Ethical Hacking, Networking",3.0,MBA,Deep Learning Specialization,Cybersecurity Analyst,Hire,118062.0,8.0,100.0,,
697.0,Jessica Griffin,"Machine Learning, Python, Deep Learning",2.0,M.Tech,Google ML,Data Scientist,Reject,56433.0,2.0,55.0,,
698.0,Kristy Horton,"Linux, Ethical Hacking",4.0,B.Tech,,Cybersecurity Analyst,Hire,110442.0,7.0,85.0,,
699.0,Laura Little,"Cybersecurity, Networking, Linux",8.0,M.Tech,Google ML,Cybersecurity Analyst,Hire,68492.0,4.0,100.0,,
700.0,Ricky Alvarez,"Java, SQL",2.0,M.Tech,AWS Certified,Software Engineer,Hire,83473.0,10.0,90.0,,
701.0,Sarah Robinson,"Networking, Cybersecurity, Ethical Hacking, Linux",4.0,B.Tech,,Cybersecurity Analyst,Hire,113477.0,2.0,70.0,,
702.0,Stacey Bradford,"React, SQL",8.0,B.Sc,Deep Learning Specialization,Software Engineer,Hire,86416.0,8.0,100.0,,
703.0,Michael Mercado,"SQL, Java, C++",9.0,B.Tech,AWS Certified,Software Engineer,Hire,84959.0,6.0,100.0,,
704.0,Brian Adams,"Pytorch, TensorFlow",9.0,B.Sc,Google ML,AI Researcher,Hire,61090.0,7.0,100.0,,
705.0,Sylvia Rogers,"Networking, Cybersecurity, Ethical Hacking, Linux",7.0,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,100153.0,6.0,100.0,,
706.0,Stephanie Nguyen,"Pytorch, TensorFlow, NLP",4.0,M.Tech,Google ML,AI Researcher,Hire,63556.0,10.0,100.0,,
707.0,Bobby Palmer,"Java, SQL, React",3.0,MBA,AWS Certified,Software Engineer,Hire,104253.0,8.0,95.0,,
708.0,Melissa Deleon,"Machine Learning, Python, SQL",2.0,PhD,AWS Certified,Data Scientist,Hire,43703.0,5.0,70.0,,
709.0,Ryan Silva,"NLP, TensorFlow",2.0,B.Sc,AWS Certified,AI Researcher,Hire,52471.0,10.0,90.0,,
710.0,Dawn Bush,"Networking, Cybersecurity",3.0,PhD,,Cybersecurity Analyst,Reject,93508.0,4.0,60.0,,
711.0,Robert Simon,"Python, TensorFlow, NLP, Pytorch",4.0,B.Sc,,AI Researcher,Hire,104295.0,6.0,90.0,,
712.0,Meagan Spencer,"C++, SQL, Java",6.0,PhD,AWS Certified,Software Engineer,Hire,80373.0,8.0,100.0,,
713.0,Jeffrey Olson,"Python, TensorFlow",0.0,MBA,Google ML,AI Researcher,Reject,61991.0,1.0,25.0,,
714.0,Marie Stevens,"NLP, TensorFlow, Python, Pytorch",1.0,MBA,Google ML,AI Researcher,Reject,61309.0,2.0,50.0,,
715.0,Jacob Ferrell,"C++, SQL, Java",0.0,M.Tech,AWS Certified,Software Engineer,Reject,41382.0,0.0,25.0,,
716.0,David Frey,"Python, TensorFlow",6.0,B.Sc,Google ML,AI Researcher,Hire,116788.0,2.0,90.0,,
717.0,Marissa Cook,"C++, SQL, React, Java",8.0,PhD,Deep Learning Specialization,Software Engineer,Hire,100202.0,5.0,100.0,,
718.0,Melissa Patterson,"Networking, Ethical Hacking, Linux, Cybersecurity",4.0,PhD,,Cybersecurity Analyst,Hire,52790.0,2.0,70.0,,
719.0,Jason Elliott,"SQL, Machine Learning",4.0,MBA,Google ML,Data Scientist,Hire,42621.0,5.0,85.0,,
720.0,Deanna Williams,"Pytorch, TensorFlow, Python, NLP",4.0,M.Tech,Google ML,AI Researcher,Hire,109802.0,3.0,85.0,,
721.0,Jessica Woods,"SQL, Deep Learning",4.0,PhD,,Data Scientist,Hire,97719.0,8.0,90.0,,
722.0,Albert Rivera,"Cybersecurity, Networking",3.0,PhD,,Cybersecurity Analyst,Hire,42368.0,9.0,85.0,,
723.0,Jennifer Moran,"Python, Machine Learning",8.0,B.Tech,AWS Certified,Data Scientist,Hire,59833.0,2.0,100.0,,
724.0,Christopher Campbell,"Ethical Hacking, Cybersecurity",9.0,MBA,,Cybersecurity Analyst,Hire,44150.0,6.0,100.0,,
725.0,Alan Moran,"C++, Java, SQL, React",2.0,M.Tech,AWS Certified,Software Engineer,Reject,54193.0,0.0,50.0,,
726.0,Nicholas Stephens,"Python, Deep Learning, Machine Learning",8.0,B.Tech,Deep Learning Specialization,Data Scientist,Hire,110499.0,9.0,100.0,,
727.0,Ryan Mason,"Machine Learning, Python, SQL",10.0,B.Sc,,Data Scientist,Hire,84036.0,5.0,100.0,,
728.0,Jennifer Morgan MD,"SQL, Machine Learning, Deep Learning",3.0,PhD,,Data Scientist,Reject,91090.0,2.0,55.0,,
729.0,Nicholas Phillips,"Pytorch, Python, NLP",2.0,B.Tech,,AI Researcher,Reject,94786.0,4.0,55.0,,
730.0,Andrea Beard,"React, C++",7.0,M.Tech,AWS Certified,Software Engineer,Hire,98988.0,10.0,100.0,,
731.0,Sarah Jones,"Linux, Networking, Cybersecurity",3.0,M.Tech,Deep Learning Specialization,Cybersecurity Analyst,Reject,105232.0,1.0,60.0,,
732.0,Eugene Rodriguez,"Networking, Linux",2.0,B.Sc,Google ML,Cybersecurity Analyst,Reject,73879.0,2.0,50.0,,
733.0,Vicki Murphy,"SQL, Machine Learning, Deep Learning, Python",5.0,PhD,AWS Certified,Data Scientist,Hire,91828.0,10.0,100.0,,
734.0,Kevin Baker,"C++, Java, React",5.0,MBA,AWS Certified,Software Engineer,Hire,76625.0,10.0,100.0,,
735.0,Preston Martin,"Networking, Ethical Hacking",1.0,PhD,Google ML,Cybersecurity Analyst,Hire,117535.0,8.0,70.0,,
736.0,Justin Clark,"React, Java, C++",5.0,B.Tech,Google ML,Software Engineer,Hire,115813.0,0.0,75.0,,
737.0,Matthew Reed,"Ethical Hacking, Linux, Networking",3.0,M.Tech,,Cybersecurity Analyst,Reject,95288.0,3.0,60.0,,
738.0,Matthew Kent,"Cybersecurity, Ethical Hacking",6.0,MBA,AWS Certified,Cybersecurity Analyst,Hire,56096.0,8.0,100.0,,
739.0,Danny Brown,"Ethical Hacking, Linux, Networking",5.0,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,87063.0,5.0,100.0,,
740.0,Amanda Shea,"Deep Learning, SQL, Machine Learning",6.0,PhD,,Data Scientist,Hire,79100.0,2.0,85.0,,
741.0,Jacob Chang,"Pytorch, Python, TensorFlow",5.0,MBA,AWS Certified,AI Researcher,Hire,77117.0,6.0,100.0,,
742.0,Julie George,"TensorFlow, Pytorch, Python, NLP",7.0,B.Sc,AWS Certified,AI Researcher,Hire,55614.0,4.0,100.0,,
743.0,Suzanne Watson,"React, SQL, C++, Java",0.0,B.Sc,Google ML,Software Engineer,Reject,118032.0,2.0,40.0,,
744.0,Steve Smith,"Deep Learning, SQL, Python, Machine Learning",5.0,M.Tech,AWS Certified,Data Scientist,Hire,97148.0,1.0,85.0,,
745.0,Nicole Austin,"Pytorch, NLP, TensorFlow",7.0,B.Sc,Deep Learning Specialization,AI Researcher,Hire,106421.0,2.0,100.0,,
746.0,Megan Peterson,"Java, C++, React",0.0,PhD,Deep Learning Specialization,Software Engineer,Reject,118475.0,2.0,35.0,,
747.0,Susan Andrews,"NLP, TensorFlow",6.0,B.Tech,Google ML,AI Researcher,Hire,106122.0,10.0,100.0,,
748.0,Ryan Arnold,"NLP, Pytorch, Python",2.0,B.Sc,AWS Certified,AI Researcher,Hire,45134.0,10.0,95.0,,
749.0,Jessica Porter,"NLP, Pytorch, TensorFlow",2.0,PhD,Deep Learning Specialization,AI Researcher,Reject,47573.0,3.0,60.0,,
750.0,Christopher Smith,"C++, React, Java, SQL",1.0,M.Tech,,Software Engineer,Reject,58823.0,3.0,45.0,,
751.0,Thomas Ramos,"Cybersecurity, Networking, Linux",8.0,PhD,Deep Learning Specialization,Cybersecurity Analyst,Hire,107124.0,2.0,100.0,,
752.0,Jacob Brown,"Deep Learning, Python, SQL",4.0,B.Tech,,Data Scientist,Hire,90584.0,3.0,70.0,,
753.0,Melissa Preston,"React, C++, SQL, Java",9.0,PhD,Deep Learning Specialization,Software Engineer,Hire,68203.0,9.0,100.0,,
754.0,Kevin Carlson,"Machine Learning, Python, Deep Learning",0.0,B.Tech,Deep Learning Specialization,Data Scientist,Reject,91454.0,1.0,30.0,,
755.0,Jesse Bird,"Python, Pytorch, TensorFlow",9.0,MBA,AWS Certified,AI Researcher,Hire,97312.0,1.0,100.0,,
756.0,Alyssa Rivera,"C++, Java",5.0,B.Tech,Deep Learning Specialization,Software Engineer,Hire,116922.0,0.0,70.0,,
757.0,Michelle Nolan,"Python, Pytorch, TensorFlow, NLP",6.0,PhD,Deep Learning Specialization,AI Researcher,Hire,71832.0,4.0,100.0,,
758.0,Randy Williams,"Pytorch, Python, TensorFlow",0.0,B.Tech,,AI Researcher,Reject,88958.0,4.0,35.0,,
759.0,Eric Jimenez,"NLP, TensorFlow, Pytorch, Python",6.0,B.Tech,Google ML,AI Researcher,Hire,75755.0,0.0,90.0,,
760.0,Janice Mann,"Deep Learning, SQL",1.0,MBA,Google ML,Data Scientist,Reject,71365.0,6.0,60.0,,
761.0,Reginald Hernandez,"Ethical Hacking, Linux, Cybersecurity, Networking",6.0,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,Hire,85255.0,10.0,100.0,,
762.0,Shane Thomas,"Machine Learning, Deep Learning, SQL",6.0,M.Tech,,Data Scientist,Hire,41610.0,7.0,100.0,,
763.0,Mr. Johnathan Garcia,"SQL, Java, React",2.0,B.Tech,,Software Engineer,Reject,82150.0,4.0,55.0,,
